state_abbreviation,state_name,report_date,state_expanded_medicaid,preliminary_updated,final_report,new_applications_submitted_to_medicaid_and_chip_agencies,new_applications_submitted_to_medicaid_and_chip_agencies__f_85d7,applications_for_financial_assistance_submitted_to_the_stat_104d,applications_for_financial_assistance_submitted_to_the_stat_c640,total_applications_for_financial_assistance_submitted_at_st_d6fa,total_applications_for_financial_assistance_submitted_at_st_9919,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_medicaid_at_application_4f96,individuals_determined_eligible_for_chip_at_application,individuals_determined_eligible_for_chip_at_application__fo_e28a,total_medicaid_and_chip_determinations,total_medicaid_and_chip_determinations__footnotes,medicaid_and_chip_child_enrollment,medicaid_and_chip_child_enrollment__footnotes,total_medicaid_and_chip_enrollment,total_medicaid_and_chip_enrollment__footnotes,total_medicaid_enrollment,total_medicaid_enrollment__footnotes,total_chip_enrollment,total_chip_enrollment__footnotes
NC,"North Carolina",06/01/2019,N,U,Y,21374,,0,,21374,,28575,,2744,,31319,,1175875,,1742944,,1475633,,267311,
NC,"North Carolina",07/01/2019,N,U,Y,24319,,0,,24319,,31858,,3014,,34872,,1173572,,1738840,,1471327,,267513,
NC,"North Carolina",08/01/2019,N,U,Y,24002,,0,,24002,,35304,,3334,,38638,,1172301,,1737811,,1469665,,268146,
NC,"North Carolina",09/01/2019,N,U,Y,21395,,0,,21395,,36405,,4074,,40479,,1199274,,1783490,,1505280,,278210,
NC,"North Carolina",10/01/2019,N,U,Y,24206,,0,,24206,,36086,,4051,,40137,,1194836,,1776989,,1498478,,278511,
NC,"North Carolina",11/01/2019,N,U,Y,21684,,0,,21684,,27137,,2796,,29933,,1190945,,1769511,,1490549,,278962,
NC,"North Carolina",12/01/2019,N,U,Y,22640,,0,,22640,,27203,,2814,,30017,,1191821,,1772156,,1492350,,279806,
NC,"North Carolina",01/01/2020,N,U,Y,29422,,0,,29422,,32901,,3688,,36589,,1187876,,1767109,,1487202,,279907,
NC,"North Carolina",02/01/2020,N,U,Y,23315,,0,,23315,,29889,,3088,,32977,,1189125,,1770394,,1489489,,280905,
NC,"North Carolina",03/01/2020,N,U,Y,25902,,0,,25902,,34923,,3736,,38659,,1203425,,1807494,,1520911,,286583,
NC,"North Carolina",04/01/2020,N,U,Y,27271,,0,,27271,,40215,,3513,,43728,,1210552,,1829829,,1541045,,288784,
NC,"North Carolina",05/01/2020,N,U,Y,20237,,0,,20237,,28580,,2364,,30944,,1219258,,1853734,,1565335,,288399,
NC,"North Carolina",06/01/2020,N,U,Y,22878,,0,,22878,,27895,,2453,,30348,,1229381,,1878507,,1588396,,290111,
NC,"North Carolina",07/01/2020,N,U,Y,26948,,0,,26948,,31761,,2897,,34658,,1238574,,1900966,,1609986,,290980,
NC,"North Carolina",08/01/2020,N,U,Y,27302,,0,,27302,,31670,,2969,,34639,,1247665,,1924876,,1633578,,291298,
NC,"North Carolina",09/01/2020,N,U,Y,26658,,0,,26658,,32606,,2907,,35513,,1255835,,1946504,,1655186,,291318,
NC,"North Carolina",10/01/2020,N,U,Y,27560,,0,,27560,,32099,,2746,,34845,,1262929,,1965209,,1673892,,291317,
NC,"North Carolina",11/01/2020,N,U,Y,26371,,0,,26371,,26965,,2492,,29457,,1270963,,1985230,,1692262,,292968,
NC,"North Carolina",12/01/2020,N,U,Y,26988,,0,,26988,,32133,,3676,,35809,,1280859,,2007273,,1711689,,295584,
NC,"North Carolina",01/01/2021,N,U,Y,27583,,0,,27583,,31875,,3850,,35725,,1287908,,2023562,,1726386,,297176,
NC,"North Carolina",02/01/2021,N,U,Y,23500,,0,,23500,,28653,,2669,,31322,,1294585,,2040968,,1742250,,298718,
NC,"North Carolina",03/01/2021,N,U,Y,25053,,0,,25053,,31939,,2635,,34574,,1298341,,2052408,,1752114,,300294,
NC,"North Carolina",04/01/2021,N,U,Y,21938,,0,,21938,,26761,,2206,,28967,,1301558,,2064828,,1763808,,301020,
NC,"North Carolina",05/01/2021,N,U,Y,22185,,0,,22185,,25196,,2024,,27220,,1306179,,2081129,,1779359,,301770,
NC,"North Carolina",06/01/2021,N,U,Y,23278,,0,,23278,,27948,,2247,,30195,,1309682,,2094538,,1792955,,301583,
NC,"North Carolina",07/01/2021,N,U,Y,24052,,0,,24052,,27251,,2173,,29424,,1313912,,2108582,,1807027,,301555,
NC,"North Carolina",08/01/2021,N,U,Y,26195,,0,,26195,,29650,,2551,,32201,,1318323,,2123424,,1822213,,301211,
NC,"North Carolina",09/01/2021,N,U,Y,24230,,0,,24230,,28808,,2426,,31234,,1321783,,2136308,,1836045,,300263,
NC,"North Carolina",10/01/2021,N,U,Y,24242,,0,,24242,,26904,,2120,,29024,,1324271,,2148710,,1849568,,299142,
NC,"North Carolina",11/01/2021,N,U,Y,26647,,0,,26647,,27228,,2321,,29549,,1327523,,2162553,,1864615,,297938,
NC,"North Carolina",12/01/2021,N,U,Y,26386,,0,,26386,,28188,,2581,,30769,,1330956,,2175661,,1878839,,296822,
NC,"North Carolina",01/01/2022,N,U,Y,25403,,0,,25403,,30485,,2647,,33132,,1333705,,2187358,,1891567,,295791,
NC,"North Carolina",02/01/2022,N,U,Y,22627,,0,,22627,,27656,,2164,,29820,,1336021,,2196435,,1901506,,294929,
NC,"North Carolina",03/01/2022,N,U,Y,24693,,0,,24693,,29327,,2080,,31407,,1336832,,2199775,,1905808,,293967,
NC,"North Carolina",04/01/2022,N,U,Y,22445,,0,,22445,,24781,,1689,,26470,,1339068,,2208209,,1914917,,293292,
NC,"North Carolina",05/01/2022,N,U,Y,23133,,0,,23133,,26580,,2006,,28586,,1341927,,2217474,,1924273,,293201,
NC,"North Carolina",06/01/2022,N,U,Y,26586,,0,,26586,,29987,,2082,,32069,,1345237,,2226758,,1933911,,292847,
NC,"North Carolina",07/01/2022,N,U,Y,26806,,0,,26806,,30746,,2179,,32925,,1350271,,2240057,,1946254,,293803,
NC,"North Carolina",08/01/2022,N,U,Y,29339,,0,,29339,,36615,,2601,,39216,,1353805,,2249709,,1955326,,294383,
NC,"North Carolina",09/01/2022,N,U,Y,26866,,0,,26866,,34289,,2470,,36759,,1357330,,2259206,,1963796,,295410,
NC,"North Carolina",10/01/2022,N,U,Y,26157,,0,,26157,,32910,,2424,,35334,,1360833,,2269840,,1973542,,296298,
NC,"North Carolina",11/01/2022,N,U,Y,28995,,0,,28995,,33766,,2526,,36292,,1364764,,2279257,,1982224,,297033,
NC,"North Carolina",12/01/2022,N,U,Y,27687,,0,,27687,,34406,,2984,,37390,,1345868,,2229934,,1932688,,297246,
ND,"North Dakota",09/01/2013,Y,U,Y,,,,,,,,,,,,,,,69980,,,,,
ND,"North Dakota",07/01/2018,Y,U,Y,1834,,0,,1834,,1788,,55,,1843,,44134,,93970,,91882,,2088,
ND,"North Dakota",08/01/2018,Y,U,Y,2451,,0,,2451,,2071,,55,,2126,,44635,,95077,,92996,,2081,
ND,"North Dakota",09/01/2018,Y,U,Y,1745,,0,,1745,,1839,,45,,1884,,43661,,92922,,90825,,2097,
ND,"North Dakota",10/01/2018,Y,U,Y,2186,,0,,2186,,2175,,62,,2237,,43542,,92526,,90424,,2102,
ND,"North Dakota",11/01/2018,Y,U,Y,2773,,0,,2773,,2098,,81,,2179,,43069,,91378,,89250,,2128,
ND,"North Dakota",12/01/2018,Y,U,Y,2565,,0,,2565,,2085,,49,,2134,,43094,,91072,,88893,,2179,
ND,"North Dakota",01/01/2019,Y,U,Y,2187,,0,,2187,,2198,,64,,2262,,43113,,91060,,88885,,2175,
ND,"North Dakota",02/01/2019,Y,U,Y,1810,,0,,1810,,1791,,45,,1836,,43014,,90765,,88622,,2143,
ND,"North Dakota",03/01/2019,Y,U,Y,2721,,0,,2721,,1875,,36,,1911,,43254,,91995,,89842,,2153,
ND,"North Dakota",04/01/2019,Y,U,Y,2456,,0,,2456,,2429,,56,,2485,,42373,,90593,,88472,,2121,
ND,"North Dakota",05/01/2019,Y,U,Y,2243,,0,,2243,,2475,,66,,2541,,43111,,92207,,90121,,2086,
ND,"North Dakota",06/01/2019,Y,U,Y,1824,,0,,1824,,2046,,52,,2098,,42203,,90107,,88010,,2097,
ND,"North Dakota",07/01/2019,Y,U,Y,2090,,0,,2090,,2312,,70,,2382,,42191,,89895,,87799,,2096,
ND,"North Dakota",08/01/2019,Y,U,Y,2254,,0,,2254,,2495,,83,,2578,,42251,,89842,,87711,,2131,
ND,"North Dakota",09/01/2019,Y,U,Y,2101,,0,,2101,,2322,,78,,2400,,42183,,89537,,87404,,2133,
ND,"North Dakota",10/01/2019,Y,U,Y,2524,,0,,2524,,2455,,66,,2521,,42921,,91269,,89138,,2131,
ND,"North Dakota",11/01/2019,Y,U,Y,2669,,0,,2669,,2488,,35,,2523,,42090,,89466,,87371,,2095,
ND,"North Dakota",12/01/2019,Y,U,Y,2821,,0,,2821,,2299,,87,,2386,,42063,,89370,,87341,,2029,
ND,"North Dakota",01/01/2020,Y,U,Y,2384,,0,,2384,,2579,,94,,2673,,42494,,89890,,87668,,2222,
ND,"North Dakota",02/01/2020,Y,U,Y,1912,,0,,1912,,2316,,98,,2414,,42563,,89991,,87760,,2231,
ND,"North Dakota",03/01/2020,Y,U,Y,2702,,0,,2702,,2280,,65,,2345,,43708,,91884,,89559,,2325,
ND,"North Dakota",04/01/2020,Y,U,Y,2428,,0,,2428,,2710,,75,,2785,,44044,,92690,,90377,,2313,
ND,"North Dakota",05/01/2020,Y,U,Y,2006,,0,,2006,,1849,,71,,1920,,45446,,95867,,93488,,2379,
ND,"North Dakota",06/01/2020,Y,U,Y,2115,,0,,2115,,1788,,51,,1839,,45832,,96757,,94369,,2388,
ND,"North Dakota",07/01/2020,Y,U,Y,2144,,0,,2144,,1927,,60,,1987,,46568,,98657,,96231,,2426,
ND,"North Dakota",08/01/2020,Y,U,Y,2833,,0,,2833,,2313,,54,,2367,,48334,,103212,,100713,,2499,
ND,"North Dakota",09/01/2020,Y,U,Y,2311,,0,,2311,,2552,,61,,2613,,47956,,102459,,99973,,2486,
ND,"North Dakota",10/01/2020,Y,U,Y,2193,,0,,2193,,2374,,66,,2440,,49509,,106177,,103639,,2538,
ND,"North Dakota",11/01/2020,Y,U,Y,2691,,0,,2691,,2112,,45,,2157,,49373,,106012,,103567,,2445,
ND,"North Dakota",12/01/2020,Y,U,Y,2538,,0,,2538,,2413,,55,,2468,,49835,,107199,,104772,,2427,
ND,"North Dakota",01/01/2021,Y,U,Y,1900,,0,,1900,,1940,,49,,1989,,49914,,107490,,105201,,2289,
ND,"North Dakota",02/01/2021,Y,U,Y,1767,,0,,1767,,1967,,35,,2002,,50376,,108342,,106090,,2252,
ND,"North Dakota",03/01/2021,Y,U,Y,2160,,0,,2160,,2221,,47,,2268,,51312,,110449,,108118,,2331,
ND,"North Dakota",04/01/2021,Y,U,Y,1978,,0,,1978,,1820,,35,,1855,,51727,,111087,,108750,,2337,
ND,"North Dakota",05/01/2021,Y,U,Y,1804,,0,,1804,,1555,,32,,1587,,51719,,111357,,109013,,2344,
ND,"North Dakota",06/01/2021,Y,U,Y,1911,,0,,1911,,1692,,50,,1742,,53060,,114242,,111752,,2490,
ND,"North Dakota",07/01/2021,Y,U,Y,1924,,0,,1924,,1949,,35,,1984,,52752,,113589,,111037,,2552,
ND,"North Dakota",08/01/2021,Y,U,Y,2149,,0,,2149,,1883,,45,,1928,,52913,,113810,,111203,,2607,
ND,"North Dakota",09/01/2021,Y,U,Y,1904,,0,,1904,,1827,,48,,1875,,53068,,114093,,111398,,2695,
ND,"North Dakota",10/01/2021,Y,U,Y,2048,,0,,2048,,1680,,45,,1725,,54033,,115983,,113146,,2837,
ND,"North Dakota",11/01/2021,Y,U,Y,2932,,0,,2932,,1620,,47,,1667,,54384,,117159,,114222,,2937,
ND,"North Dakota",12/01/2021,Y,U,Y,2931,,0,,2931,,1877,,43,,1920,,54684,,118168,,115165,,3003,
ND,"North Dakota",01/01/2022,Y,U,Y,2507,,0,,2507,,1683,,34,,1717,,55411,,120469,,117356,,3113,
ND,"North Dakota",02/01/2022,Y,U,Y,1868,,0,,1868,,1612,,32,,1644,,55426,,120621,,117477,,3144,
ND,"North Dakota",03/01/2022,Y,U,Y,2308,,0,,2308,,1943,,26,,1969,,55866,,121738,,118528,,3210,
ND,"North Dakota",04/01/2022,Y,U,Y,1885,,0,,1885,,1467,,33,,1500,,56227,,122573,,119327,,3246,
ND,"North Dakota",05/01/2022,Y,U,Y,1846,,0,,1846,,1476,,26,,1502,,56522,,123279,,120024,,3255,
ND,"North Dakota",06/01/2022,Y,U,Y,2026,,0,,2026,,1577,,27,,1604,,56793,,124213,,120890,,3323,
ND,"North Dakota",07/01/2022,Y,U,Y,1878,,0,,1878,,1430,,35,,1465,,56518,,123776,,120401,,3375,
ND,"North Dakota",08/01/2022,Y,U,Y,2284,,0,,2284,,1655,,43,,1698,,57532,,126517,,123019,,3498,
ND,"North Dakota",09/01/2022,Y,U,Y,2131,,0,,2131,,1587,,37,,1624,,57930,,127511,,123979,,3532,
ND,"North Dakota",10/01/2022,Y,U,Y,2077,,0,,2077,,1590,,47,,1637,,58178,,128344,,124733,,3611,
ND,"North Dakota",11/01/2022,Y,U,Y,2944,,0,,2944,,1560,,28,,1588,,58504,,129422,,125749,,3673,
ND,"North Dakota",12/01/2022,Y,U,Y,2715,,0,,2715,,1510,,31,,1541,,58910,,130665,,126934,,3731,
NE,Nebraska,09/01/2013,Y,U,Y,,,,,,,,,,,,,,,244600,,,,,
NE,Nebraska,06/01/2017,Y,U,Y,5838,,0,,5838,,7137,,855,,7992,,162294,,244956,,212724,,32232,
NE,Nebraska,07/01/2017,Y,U,Y,5877,,0,,5877,,5827,,671,,6498,,162998,,245909,,213522,,32387,
NE,Nebraska,08/01/2017,Y,U,Y,6814,,0,,6814,,8525,,991,,9516,,163228,,246250,,213714,,32536,
NE,Nebraska,09/01/2017,Y,U,Y,5828,,0,,5828,,7289,,788,,8077,,163356,,246353,,213658,,32695,
NE,Nebraska,10/01/2017,Y,U,Y,6505,,0,,6505,,7838,,1066,,8904,,163541,,245617,,212797,,32820,
NE,Nebraska,11/01/2017,Y,U,Y,6454,,0,,6454,,6670,,1030,,7700,,164494,,247722,,214129,,33593,
NE,Nebraska,12/01/2017,Y,U,Y,6269,,0,,6269,,7507,,1358,,8865,,162432,,245863,,211904,,33959,
NE,Nebraska,01/01/2018,Y,U,Y,7087,,0,,7087,,7949,,1200,,9149,,165685,,249328,,215186,,34142,
NE,Nebraska,02/01/2018,Y,U,Y,5714,,0,,5714,,6600,,990,,7590,,166177,,249964,,215666,,34298,
NE,Nebraska,03/01/2018,Y,U,Y,6196,,0,,6196,,7802,,1040,,8842,,166724,,250897,,216687,,34210,
NE,Nebraska,04/01/2018,Y,U,Y,6092,,0,,6092,,7035,,884,,7919,,166350,,250249,,216360,,33889,
NE,Nebraska,05/01/2018,Y,U,Y,5824,,0,,5824,,7362,,817,,8179,,166017,,249735,,215856,,33879,
NE,Nebraska,06/01/2018,Y,U,Y,5689,,0,,5689,,6726,,952,,7678,,165728,,248886,,214959,,33927,
NE,Nebraska,07/01/2018,Y,U,Y,6204,,0,,6204,,7121,,966,,8087,,165231,,248379,,214466,,33913,
NE,Nebraska,08/01/2018,Y,U,Y,6844,,0,,6844,,8653,,1076,,9729,,165714,,249042,,214800,,34242,
NE,Nebraska,09/01/2018,Y,U,Y,5621,,0,,5621,,6627,,987,,7614,,165341,,248524,,214252,,34272,
NE,Nebraska,10/01/2018,Y,U,Y,6603,,0,,6603,,7521,,987,,8508,,164671,,247560,,213311,,34249,
NE,Nebraska,11/01/2018,Y,U,Y,6301,,0,,6301,,5239,,999,,6238,,161777,,244380,,212547,,31833,
NE,Nebraska,12/01/2018,Y,U,Y,5503,,0,,5503,,4849,,970,,5819,,164913,,247510,,212374,,35136,
NE,Nebraska,01/01/2019,Y,U,Y,6957,,0,,6957,,5751,,1016,,6767,,164479,,246966,,211826,,35140,
NE,Nebraska,02/01/2019,Y,U,Y,6159,,0,,6159,,4982,,854,,5836,,164696,,247508,,212330,,35178,
NE,Nebraska,03/01/2019,Y,U,Y,5919,,0,,5919,,5397,,871,,6268,,164696,,247508,,212330,,35178,
NE,Nebraska,04/01/2019,Y,U,Y,6081,,0,,6081,,5799,,857,,6656,,164492,,247318,,213039,,34279,
NE,Nebraska,05/01/2019,Y,U,Y,5980,,0,,5980,,6126,,887,,7013,,163695,,246014,,212215,,33799,
NE,Nebraska,06/01/2019,Y,U,Y,5534,,0,,5534,,5360,,707,,6067,,163338,,245673,,212060,,33613,
NE,Nebraska,07/01/2019,Y,U,Y,6505,,0,,6505,,6818,,921,,7739,,163737,,246175,,212320,,33855,
NE,Nebraska,08/01/2019,Y,U,Y,6459,,0,,6459,,6434,,1048,,7482,,164235,,246846,,212815,,34031,
NE,Nebraska,09/01/2019,Y,U,Y,5745,,0,,5745,,5564,,916,,6480,,164596,,247368,,213074,,34294,
NE,Nebraska,10/01/2019,Y,U,Y,6114,,0,,6114,,6510,,1007,,7517,,164247,,246842,,212542,,34300,
NE,Nebraska,11/01/2019,Y,U,Y,5406,,0,,5406,,5443,,1386,,6829,,164916,,247563,,212652,,34911,
NE,Nebraska,12/01/2019,Y,U,Y,5853,,0,,5853,,5691,,1550,,7241,,165238,,247737,,212229,,35508,
NE,Nebraska,01/01/2020,Y,U,Y,7144,,0,,7144,,6453,,1206,,7659,,165238,,247737,,212229,,35508,
NE,Nebraska,02/01/2020,Y,U,Y,5531,,0,,5531,,5120,,863,,5983,,165414,,248633,,213145,,35488,
NE,Nebraska,03/01/2020,Y,U,Y,6197,,0,,6197,,6184,,982,,7166,,165093,,248460,,213487,,34973,
NE,Nebraska,04/01/2020,Y,U,Y,5423,,0,,5423,,7283,,927,,8210,,165466,,249575,,215212,,34363,
NE,Nebraska,05/01/2020,Y,U,Y,4797,,0,,4797,,3436,,542,,3978,,167316,,252935,,219064,,33871,
NE,Nebraska,06/01/2020,Y,U,Y,5231,,0,,5231,,3637,,628,,4265,,169410,,256931,,223124,,33807,
NE,Nebraska,07/01/2020,Y,U,Y,5836,,0,,5836,,3797,,674,,4471,,171691,,261168,,226887,,34281,
NE,Nebraska,08/01/2020,Y,U,Y,10740,,0,,10740,,7135,,640,,7775,,174122,,265903,,231235,,34668,
NE,Nebraska,09/01/2020,Y,U,Y,9229,,0,,9229,,6637,,645,,7282,,175883,,269583,,234929,,34654,
NE,Nebraska,10/01/2020,Y,U,Y,9774,,0,,9774,,3625,,584,,4209,,177474,,287089,,252452,,34637,
NE,Nebraska,11/01/2020,Y,U,Y,8260,,0,,8260,,7282,,925,,8207,,178791,,295765,,260684,,35081,
NE,Nebraska,12/01/2020,Y,U,Y,8046,,0,,8046,,8756,,1096,,9852,,180431,,304573,,269226,,35347,
NE,Nebraska,01/01/2021,Y,U,Y,7425,,0,,7425,,5100,,515,,5615,,181437,,309171,,273925,,35246,
NE,Nebraska,02/01/2021,Y,U,Y,6494,,0,,6494,,4588,,435,,5023,,182397,,313804,,278524,,35280,
NE,Nebraska,03/01/2021,Y,U,Y,6950,,0,,6950,,5237,,567,,5804,,183598,,318626,,283368,,35258,
NE,Nebraska,04/01/2021,Y,U,Y,6166,,0,,6166,,4555,,501,,5056,,184766,,323210,,287836,,35374,
NE,Nebraska,05/01/2021,Y,U,Y,5936,,0,,5936,,4260,,347,,4607,,186025,,327422,,291814,,35608,
NE,Nebraska,06/01/2021,Y,U,Y,6320,,0,,6320,,4360,,370,,4730,,187064,,331028,,294945,,36083,
NE,Nebraska,07/01/2021,Y,U,Y,6253,,0,,6253,,4275,,381,,4656,,188156,,335065,,298388,,36677,
NE,Nebraska,08/01/2021,Y,U,Y,6494,,0,,6494,,4707,,396,,5103,,189417,,339280,,302168,,37112,
NE,Nebraska,09/01/2021,Y,U,Y,6119,,0,,6119,,4173,,359,,4532,,190377,,342683,,305292,,37391,
NE,Nebraska,10/01/2021,Y,U,Y,6373,,0,,6373,,4071,,306,,4377,,191233,,345887,,308164,,37723,
NE,Nebraska,11/01/2021,Y,U,Y,6123,,0,,6123,,4275,,493,,4768,,192418,,350084,,311773,,38311,
NE,Nebraska,12/01/2021,Y,U,Y,6098,,0,,6098,,4838,,574,,5412,,193809,,355314,,316224,,39090,
NE,Nebraska,01/01/2022,Y,U,Y,6385,,0,,6385,,4895,,417,,5312,,194887,,359322,,319946,,39376,
NE,Nebraska,02/01/2022,Y,U,Y,5407,,0,,5407,,3561,,282,,3843,,195422,,361571,,321948,,39623,
NE,Nebraska,03/01/2022,Y,U,Y,6233,,0,,6233,,3922,,299,,4221,,196055,,363863,,324263,,39600,
NE,Nebraska,04/01/2022,Y,U,Y,5596,,0,,5596,,3313,,230,,3543,,196608,,366131,,326453,,39678,
NE,Nebraska,05/01/2022,Y,U,Y,5901,,0,,5901,,3463,,279,,3742,,197068,,368326,,328460,,39866,
NE,Nebraska,06/01/2022,Y,U,Y,6020,,0,,6020,,3588,,303,,3891,,197958,,371047,,330929,,40118,
NE,Nebraska,07/01/2022,Y,U,Y,6223,,0,,6223,,3869,,274,,4143,,198841,,374026,,333566,,40460,
NE,Nebraska,08/01/2022,Y,U,Y,7700,,0,,7700,,4578,,321,,4899,,200167,,377726,,336777,,40949,
NE,Nebraska,09/01/2022,Y,U,Y,6363,,0,,6363,,4282,,298,,4580,,200982,,380586,,339486,,41100,
NE,Nebraska,10/01/2022,Y,U,Y,6350,,0,,6350,,3897,,244,,4141,,201495,,382869,,341461,,41408,
NE,Nebraska,11/01/2022,Y,U,Y,6401,,0,,6401,,4380,,616,,4996,,202682,,387144,,344997,,42147,
NE,Nebraska,12/01/2022,Y,U,Y,6086,,0,,6086,,4944,,580,,5524,,203405,,390562,,348050,,42512,
NH,"New Hampshire",09/01/2013,Y,U,Y,,,,,,,,,,,,,,,127082,,,,,
NH,"New Hampshire",06/01/2017,Y,U,Y,8201,,0,,8201,,5214,,465,,5679,,93276,,188296,,174526,,13770,
NH,"New Hampshire",07/01/2017,Y,U,Y,7835,,0,,7835,,4959,,497,,5456,,93045,,187798,,173900,,13898,
NH,"New Hampshire",08/01/2017,Y,U,Y,8913,,0,,8913,,5554,,511,,6065,,93131,,188058,,174120,,13938,
NH,"New Hampshire",09/01/2017,Y,U,Y,8218,,0,,8218,,5001,,527,,5528,,93221,,187720,,173528,,14192,
NH,"New Hampshire",10/01/2017,Y,U,Y,8623,,0,,8623,,5214,,537,,5751,,92847,,187056,,172691,,14365,
NH,"New Hampshire",11/01/2017,Y,U,Y,7897,,0,,7897,,6027,,699,,6726,,93477,,188951,,174152,,14799,
NH,"New Hampshire",12/01/2017,Y,U,Y,8017,,0,,8017,,6332,,764,,7096,,93672,,189811,,174766,,15045,
NH,"New Hampshire",01/01/2018,Y,U,Y,9677,,0,,9677,,5949,,596,,6545,,93349,,188893,,174232,,14661,
NH,"New Hampshire",02/01/2018,Y,U,Y,8247,,0,,8247,,5289,,499,,5788,,92862,,187828,,173222,,14606,
NH,"New Hampshire",03/01/2018,Y,U,Y,8661,,0,,8661,,5367,,511,,5878,,92583,,187515,,173028,,14487,
NH,"New Hampshire",04/01/2018,Y,U,Y,8585,,0,,8585,,5282,,510,,5792,,92397,,187165,,172759,,14406,
NH,"New Hampshire",05/01/2018,Y,U,Y,8555,,0,,8555,,5253,,460,,5713,,92116,,186588,,172248,,14340,
NH,"New Hampshire",06/01/2018,Y,U,Y,7724,,0,,7724,,4661,,472,,5133,,91532,,185529,,171141,,14388,
NH,"New Hampshire",07/01/2018,Y,U,Y,7801,,0,,7801,,4688,,430,,5118,,91286,,185233,,170725,,14508,
NH,"New Hampshire",08/01/2018,Y,U,Y,8345,,0,,8345,,5047,,468,,5515,,91367,,185159,,170585,,14574,
NH,"New Hampshire",09/01/2018,Y,U,Y,7300,,0,,7300,,4385,,445,,4830,,91241,,184595,,169991,,14604,
NH,"New Hampshire",10/01/2018,Y,U,Y,8428,,0,,8428,,5003,,493,,5496,,90965,,183733,,169012,,14721,
NH,"New Hampshire",11/01/2018,Y,U,Y,6946,,0,,6946,,4781,,534,,5315,,91199,,184130,,169046,,15084,
NH,"New Hampshire",12/01/2018,Y,U,Y,7726,,0,,7726,,5535,,669,,6204,,91337,,184476,,169089,,15387,
NH,"New Hampshire",01/01/2019,Y,U,Y,9700,,0,,9700,,5971,,587,,6558,,91335,,183652,,168348,,15304,
NH,"New Hampshire",02/01/2019,Y,U,Y,7106,,0,,7106,,4232,,416,,4648,,90588,,182131,,166972,,15159,
NH,"New Hampshire",03/01/2019,Y,U,Y,8104,,0,,8104,,4719,,469,,5188,,90339,,181447,,166526,,14921,
NH,"New Hampshire",04/01/2019,Y,U,Y,8551,,0,,8551,,5057,,522,,5579,,90036,,180751,,165822,,14929,
NH,"New Hampshire",05/01/2019,Y,U,Y,7940,,0,,7940,,4752,,495,,5247,,89616,,179771,,164925,,14846,
NH,"New Hampshire",06/01/2019,Y,U,Y,7128,,0,,7128,,4097,,481,,4578,,89380,,178783,,163964,,14819,
NH,"New Hampshire",07/01/2019,Y,U,Y,8014,,0,,8014,,5009,,466,,5475,,89372,,178761,,163979,,14782,
NH,"New Hampshire",08/01/2019,Y,U,Y,8283,,0,,8283,,5276,,587,,5863,,89254,,178753,,163884,,14869,
NH,"New Hampshire",09/01/2019,Y,U,Y,8134,,0,,8134,,5177,,513,,5690,,89217,,178759,,163838,,14921,
NH,"New Hampshire",10/01/2019,Y,U,Y,8509,,0,,8509,,5267,,602,,5869,,89163,,178976,,163908,,15068,
NH,"New Hampshire",11/01/2019,Y,U,Y,6591,,0,,6591,,5121,,677,,5798,,89475,,180333,,164859,,15474,
NH,"New Hampshire",12/01/2019,Y,U,Y,7078,,0,,7078,,5831,,881,,6712,,89779,,181753,,166028,,15725,
NH,"New Hampshire",01/01/2020,Y,U,Y,8679,,0,,8679,,5552,,644,,6196,,89798,,181909,,166374,,15535,
NH,"New Hampshire",02/01/2020,Y,U,Y,7138,,0,,7138,,4533,,587,,5120,,89507,,181726,,166220,,15506,
NH,"New Hampshire",03/01/2020,Y,U,Y,7998,,0,,7998,,5404,,521,,5925,,89762,,183172,,167761,,15411,
NH,"New Hampshire",04/01/2020,Y,U,Y,6034,,0,,6034,,5047,,379,,5426,,91385,,189297,,174388,,14909,
NH,"New Hampshire",05/01/2020,Y,U,Y,3477,,0,,3477,,2718,,225,,2943,,92275,,192026,,177782,,14244,
NH,"New Hampshire",06/01/2020,Y,U,Y,3465,,0,,3465,,2694,,249,,2943,,93373,,194886,,180488,,14398,
NH,"New Hampshire",07/01/2020,Y,U,Y,3598,,0,,3598,,2839,,224,,3063,,94414,,197601,,183068,,14533,
NH,"New Hampshire",08/01/2020,Y,U,Y,3944,,0,,3944,,3000,,252,,3252,,95385,,200566,,185570,,14996,
NH,"New Hampshire",09/01/2020,Y,U,Y,4189,,0,,4189,,3178,,245,,3423,,96208,,203242,,187944,,15298,
NH,"New Hampshire",10/01/2020,Y,U,Y,3901,,0,,3901,,2976,,198,,3174,,96981,,205690,,189869,,15821,
NH,"New Hampshire",11/01/2020,Y,U,Y,3260,,0,,3260,,3794,,452,,4246,,98179,,209795,,193394,,16401,
NH,"New Hampshire",12/01/2020,Y,U,Y,3551,,0,,3551,,4259,,447,,4706,,99267,,213815,,196956,,16859,
NH,"New Hampshire",01/01/2021,Y,U,Y,3342,,0,,3342,,2562,,219,,2781,,99026,,215263,,198083,,17180,
NH,"New Hampshire",02/01/2021,Y,U,Y,2701,,0,,2701,,2203,,157,,2360,,99441,,217023,,199668,,17355,
NH,"New Hampshire",03/01/2021,Y,U,Y,3234,,0,,3234,,2663,,234,,2897,,99876,,218999,,201358,,17641,
